# Created by CAVA ensembl_db 2.0.13 based on Ensembl release 75
#GENEID	SYMBOL	Transcript	Protein
ENSG00000186092	OR4F5	ENST00000335137	ENSP00000334393
ENSG00000143164	DCAF6	ENST00000367843	ENSP00000356817
ENSG00000143164	DCAF6	ENST00000432587	ENSP00000396238
ENSG00000143164	DCAF6	ENST00000312263	ENSP00000311949
ENSG00000143164	DCAF6	ENST00000367840	ENSP00000356814
ENSG00000143147	GPR161	ENST00000367838	ENSP00000356812
ENSG00000143147	GPR161	ENST00000271357	ENSP00000271357
ENSG00000143147	GPR161	ENST00000367836	ENSP00000356810
ENSG00000143147	GPR161	ENST00000367835	ENSP00000356809
ENSG00000143147	GPR161	ENST00000546300	ENSP00000444348
ENSG00000143147	GPR161	ENST00000539777	ENSP00000437576
ENSG00000143147	GPR161	ENST00000537209	ENSP00000441039
ENSG00000143147	GPR161	ENST00000361697	ENSP00000355194
ENSG00000143155	TIPRL	ENST00000367833	ENSP00000356807
ENSG00000143155	TIPRL	ENST00000367830	ENSP00000356804
ENSG00000213064	SFT2D2	ENST00000367829	ENSP00000356803
ENSG00000213064	SFT2D2	ENST00000271375	ENSP00000271375
ENSG00000213064	SFT2D2	ENST00000367825	ENSP00000356799
ENSG00000143178	TBX19	ENST00000367821	ENSP00000356795
ENSG00000143185	XCL2	ENST00000367819	ENSP00000356793
ENSG00000143184	XCL1	ENST00000367818	ENSP00000356792
ENSG00000143196	DPT	ENST00000367817	ENSP00000356791
ENSG00000143153	ATP1B1	ENST00000367816	ENSP00000356790
ENSG00000143153	ATP1B1	ENST00000367815	ENSP00000356789
ENSG00000143153	ATP1B1	ENST00000499679	ENSP00000423450
ENSG00000143153	ATP1B1	ENST00000367813	ENSP00000356787
ENSG00000143156	NME7	ENST00000472647	ENSP00000433341
ENSG00000143156	NME7	ENST00000367811	ENSP00000356785
ENSG00000117475	BLZF1	ENST00000367807	ENSP00000356781
ENSG00000117475	BLZF1	ENST00000367808	ENSP00000356782
ENSG00000117475	BLZF1	ENST00000329281	ENSP00000327541
ENSG00000117477	CCDC181	ENST00000367806	ENSP00000356780
ENSG00000117477	CCDC181	ENST00000367805	ENSP00000356779
ENSG00000117477	CCDC181	ENST00000545005	ENSP00000442297
ENSG00000117479	SLC19A2	ENST00000236137	ENSP00000236137
ENSG00000117479	SLC19A2	ENST00000367804	ENSP00000356778
ENSG00000198734	F5	ENST00000367797	ENSP00000356771
ENSG00000198734	F5	ENST00000367796	ENSP00000356770
ENSG00000198734	F5	ENST00000546081	ENSP00000439664
ENSG00000174175	SELP	ENST00000263686	ENSP00000263686
ENSG00000174175	SELP	ENST00000367793	ENSP00000356767
ENSG00000174175	SELP	ENST00000367794	ENSP00000356768
ENSG00000174175	SELP	ENST00000367792	ENSP00000356766
ENSG00000174175	SELP	ENST00000367791	ENSP00000356765
ENSG00000174175	SELP	ENST00000367786	ENSP00000356760
ENSG00000174175	SELP	ENST00000458599	ENSP00000399368
ENSG00000174175	SELP	ENST00000367788	ENSP00000356762
ENSG00000000460	C1orf112	ENST00000413811	ENSP00000389257
ENSG00000000460	C1orf112	ENST00000359326	ENSP00000352276
ENSG00000000460	C1orf112	ENST00000456684	ENSP00000415583
ENSG00000000460	C1orf112	ENST00000286031	ENSP00000286031
ENSG00000188404	SELL	ENST00000236147	ENSP00000236147
ENSG00000007908	SELE	ENST00000367781	ENSP00000356755
ENSG00000007908	SELE	ENST00000367782	ENSP00000356756
ENSG00000007908	SELE	ENST00000367780	ENSP00000356754
ENSG00000007908	SELE	ENST00000367779	ENSP00000356753
ENSG00000007908	SELE	ENST00000367775	ENSP00000356749
ENSG00000007908	SELE	ENST00000367777	ENSP00000356751
ENSG00000007908	SELE	ENST00000367776	ENSP00000356750
ENSG00000007908	SELE	ENST00000333360	ENSP00000331736
ENSG00000007908	SELE	ENST00000367774	ENSP00000356748
ENSG00000171806	METTL18	ENST00000303469	ENSP00000307077
ENSG00000171806	METTL18	ENST00000310392	ENSP00000307975
ENSG00000000457	SCYL3	ENST00000367771	ENSP00000356745
ENSG00000000457	SCYL3	ENST00000367772	ENSP00000356746
ENSG00000000457	SCYL3	ENST00000367770	ENSP00000356744
ENSG00000075945	KIFAP3	ENST00000540905	ENSP00000442712
ENSG00000075945	KIFAP3	ENST00000538366	ENSP00000444622
ENSG00000203740	METTL11B	ENST00000439373	ENSP00000408058
ENSG00000120370	GORAB	ENST00000367763	ENSP00000356737
ENSG00000120370	GORAB	ENST00000367762	ENSP00000356736
ENSG00000116132	PRRX1	ENST00000367760	ENSP00000356734
ENSG00000116132	PRRX1	ENST00000239461	ENSP00000239461
ENSG00000116132	PRRX1	ENST00000497230	ENSP00000450762
ENSG00000117501	MROH9	ENST00000367759	ENSP00000356733
ENSG00000117501	MROH9	ENST00000367758	ENSP00000356732
ENSG00000007933	FMO3	ENST00000367755	ENSP00000356729
ENSG00000007933	FMO3	ENST00000392085	ENSP00000375935
ENSG00000007933	FMO3	ENST00000542847	ENSP00000444073
ENSG00000007933	FMO3	ENST00000538429	ENSP00000439500
ENSG00000117507	FMO6P	ENST00000236166	ENSP00000236166
ENSG00000094963	FMO2	ENST00000209929	ENSP00000209929
ENSG00000094963	FMO2	ENST00000441535	ENSP00000405905
ENSG00000010932	FMO1	ENST00000367750	ENSP00000356724
ENSG00000010932	FMO1	ENST00000402921	ENSP00000385543
ENSG00000010932	FMO1	ENST00000354841	ENSP00000346901
ENSG00000076258	FMO4	ENST00000367749	ENSP00000356723
ENSG00000117523	PRRC2C	ENST00000392078	ENSP00000375928
ENSG00000117523	PRRC2C	ENST00000426496	ENSP00000410219
ENSG00000117523	PRRC2C	ENST00000367742	ENSP00000356716
ENSG00000117523	PRRC2C	ENST00000338920	ENSP00000343629
ENSG00000034971	MYOC	ENST00000037502	ENSP00000037502
ENSG00000117533	VAMP4	ENST00000236192	ENSP00000236192
ENSG00000117533	VAMP4	ENST00000415773	ENSP00000415627
ENSG00000117533	VAMP4	ENST00000367740	ENSP00000356714
ENSG00000010165	METTL13	ENST00000458517	ENSP00000401955
ENSG00000010165	METTL13	ENST00000362019	ENSP00000355393
ENSG00000010165	METTL13	ENST00000367737	ENSP00000356711
ENSG00000010165	METTL13	ENST00000361735	ENSP00000354920
ENSG00000197959	DNM3	ENST00000358155	ENSP00000350876
ENSG00000197959	DNM3	ENST00000367733	ENSP00000356707
ENSG00000197959	DNM3	ENST00000355305	ENSP00000347457
ENSG00000197959	DNM3	ENST00000367731	ENSP00000356705
ENSG00000197959	DNM3	ENST00000520906	ENSP00000429701
ENSG00000135845	PIGC	ENST00000344529	ENSP00000356701
ENSG00000135845	PIGC	ENST00000367728	ENSP00000356702
ENSG00000135845	PIGC	ENST00000258324	ENSP00000258324
ENSG00000180999	C1orf105	ENST00000367727	ENSP00000356700
ENSG00000180999	C1orf105	ENST00000460397	ENSP00000435216
ENSG00000180999	C1orf105	ENST00000367725	ENSP00000356698
ENSG00000094975	SUCO	ENST00000367723	ENSP00000356696
ENSG00000094975	SUCO	ENST00000608151	ENSP00000477484
ENSG00000094975	SUCO	ENST00000610051	ENSP00000476704
ENSG00000094975	SUCO	ENST00000263688	ENSP00000263688
ENSG00000117560	FASLG	ENST00000340030	ENSP00000344739
ENSG00000117560	FASLG	ENST00000367721	ENSP00000356694
ENSG00000120337	TNFSF18	ENST00000404377	ENSP00000385470
ENSG00000120337	TNFSF18	ENST00000239468	ENSP00000239468
ENSG00000117586	TNFSF4	ENST00000367718	ENSP00000356691
ENSG00000117586	TNFSF4	ENST00000281834	ENSP00000281834
ENSG00000117592	PRDX6	ENST00000340385	ENSP00000342026
ENSG00000162753	SLC9C2	ENST00000367714	ENSP00000356687
ENSG00000162753	SLC9C2	ENST00000536496	ENSP00000445437
ENSG00000183831	ANKRD45	ENST00000333279	ENSP00000331268
ENSG00000076321	KLHL20	ENST00000546011	ENSP00000443121
ENSG00000076321	KLHL20	ENST00000209884	ENSP00000209884
ENSG00000120334	CENPL	ENST00000356198	ENSP00000348527
ENSG00000120334	CENPL	ENST00000345664	ENSP00000323543
ENSG00000120334	CENPL	ENST00000367710	ENSP00000356683
ENSG00000117593	DARS2	ENST00000361951	ENSP00000355086
ENSG00000117593	DARS2	ENST00000239457	ENSP00000239457
ENSG00000185278	ZBTB37	ENST00000367704	ENSP00000356677
ENSG00000185278	ZBTB37	ENST00000427304	ENSP00000415293
ENSG00000185278	ZBTB37	ENST00000432989	ENSP00000409408
ENSG00000185278	ZBTB37	ENST00000367702	ENSP00000356675
ENSG00000185278	ZBTB37	ENST00000367701	ENSP00000356674
ENSG00000117601	SERPINC1	ENST00000367698	ENSP00000356671
ENSG00000135870	RC3H1	ENST00000367696	ENSP00000356669
ENSG00000135870	RC3H1	ENST00000258349	ENSP00000258349
ENSG00000135870	RC3H1	ENST00000367694	ENSP00000356667
ENSG00000152061	RABGAP1L	ENST00000357444	ENSP00000350027
ENSG00000152061	RABGAP1L	ENST00000367689	ENSP00000356662
ENSG00000152061	RABGAP1L	ENST00000251507	ENSP00000251507
ENSG00000152061	RABGAP1L	ENST00000325589	ENSP00000318603
ENSG00000152061	RABGAP1L	ENST00000367687	ENSP00000356660
ENSG00000152061	RABGAP1L	ENST00000347255	ENSP00000281844
ENSG00000152061	RABGAP1L	ENST00000489615	ENSP00000420660
ENSG00000152061	RABGAP1L	ENST00000478442	ENSP00000434600
ENSG00000152061	RABGAP1L	ENST00000486220	ENSP00000432490
ENSG00000152061	RABGAP1L	ENST00000392064	ENSP00000375916
ENSG00000152061	RABGAP1L	ENST00000367688	ENSP00000356661
ENSG00000203737	GPR52	ENST00000367685	ENSP00000356658
ENSG00000116161	CACYBP	ENST00000367681	ENSP00000356654
ENSG00000116161	CACYBP	ENST00000367679	ENSP00000356652
ENSG00000116161	CACYBP	ENST00000406752	ENSP00000384139
ENSG00000116161	CACYBP	ENST00000405362	ENSP00000385771
ENSG00000120333	MRPS14	ENST00000476371	ENSP00000420714
ENSG00000120332	TNN	ENST00000239462	ENSP00000239462
ENSG00000235750	KIAA0040	ENST00000423313	ENSP00000462172
ENSG00000235750	KIAA0040	ENST00000444639	ENSP00000463734
ENSG00000235750	KIAA0040	ENST00000545251	ENSP00000464040
ENSG00000116147	TNR	ENST00000367674	ENSP00000356646
ENSG00000116147	TNR	ENST00000263525	ENSP00000263525
ENSG00000143207	RFWD2	ENST00000367669	ENSP00000356641
ENSG00000143207	RFWD2	ENST00000308769	ENSP00000310943
ENSG00000116183	PAPPA2	ENST00000367661	ENSP00000356633
ENSG00000116183	PAPPA2	ENST00000367662	ENSP00000356634
ENSG00000152092	ASTN1	ENST00000367657	ENSP00000356629
ENSG00000152092	ASTN1	ENST00000361833	ENSP00000354536
ENSG00000152092	ASTN1	ENST00000367654	ENSP00000356626
ENSG00000152092	ASTN1	ENST00000424564	ENSP00000395041
ENSG00000120341	SEC16B	ENST00000308284	ENSP00000308339
ENSG00000120341	SEC16B	ENST00000464631	ENSP00000431727
ENSG00000075391	RASAL2	ENST00000448150	ENSP00000407768
ENSG00000075391	RASAL2	ENST00000367649	ENSP00000356621
ENSG00000075391	RASAL2	ENST00000462775	ENSP00000420558
ENSG00000240021	TEX35	ENST00000319416	ENSP00000323795
ENSG00000240021	TEX35	ENST00000258298	ENSP00000258298
ENSG00000240021	TEX35	ENST00000367643	ENSP00000356615
ENSG00000240021	TEX35	ENST00000367642	ENSP00000356614
ENSG00000240021	TEX35	ENST00000367641	ENSP00000356613
ENSG00000240021	TEX35	ENST00000367639	ENSP00000356611
ENSG00000213057	C1orf220	ENST00000367638	ENSP00000356610
ENSG00000213057	C1orf220	ENST00000319387	ENSP00000319506
ENSG00000184909	C1ORF220	ENST00000367636	ENSP00000356608
ENSG00000116191	RALGPS2	ENST00000367635	ENSP00000356607
ENSG00000116191	RALGPS2	ENST00000367634	ENSP00000356606
ENSG00000116194	ANGPTL1	ENST00000234816	ENSP00000234816
ENSG00000116194	ANGPTL1	ENST00000367629	ENSP00000356601
ENSG00000116199	FAM20B	ENST00000263733	ENSP00000263733
ENSG00000186283	TOR3A	ENST00000367627	ENSP00000356599
ENSG00000186283	TOR3A	ENST00000352445	ENSP00000335351
ENSG00000143322	ABL2	ENST00000502732	ENSP00000427562
ENSG00000143322	ABL2	ENST00000408940	ENSP00000386152
ENSG00000143322	ABL2	ENST00000344730	ENSP00000339209
ENSG00000143322	ABL2	ENST00000512653	ENSP00000423578
ENSG00000143322	ABL2	ENST00000504405	ENSP00000426831
ENSG00000143322	ABL2	ENST00000367623	ENSP00000356595
ENSG00000143322	ABL2	ENST00000507173	ENSP00000423413
ENSG00000143322	ABL2	ENST00000511413	ENSP00000424697
ENSG00000143322	ABL2	ENST00000392043	ENSP00000375897
ENSG00000057252	SOAT1	ENST00000539888	ENSP00000441356
ENSG00000057252	SOAT1	ENST00000540564	ENSP00000445315
ENSG00000057252	SOAT1	ENST00000535686	ENSP00000442503
ENSG00000057252	SOAT1	ENST00000367619	ENSP00000356591
ENSG00000162779	AXDND1	ENST00000367618	ENSP00000356590
ENSG00000162779	AXDND1	ENST00000457238	ENSP00000416712
ENSG00000116218	NPHS2	ENST00000367615	ENSP00000356587
ENSG00000116218	NPHS2	ENST00000367616	ENSP00000356588
ENSG00000162782	TDRD5	ENST00000367614	ENSP00000356586
ENSG00000162782	TDRD5	ENST00000294848	ENSP00000294848
ENSG00000162782	TDRD5	ENST00000444136	ENSP00000406052
ENSG00000143340	FAM163A	ENST00000341785	ENSP00000354891
ENSG00000169905	TOR1AIP2	ENST00000367612	ENSP00000356584
ENSG00000169905	TOR1AIP2	ENST00000609928	ENSP00000477486
ENSG00000258664	IFRG15	ENST00000553856	ENSP00000452581
ENSG00000143337	TOR1AIP1	ENST00000528443	ENSP00000435365
ENSG00000143337	TOR1AIP1	ENST00000271583	ENSP00000271583
ENSG00000143337	TOR1AIP1	ENST00000606911	ENSP00000476687
ENSG00000143337	TOR1AIP1	ENST00000435319	ENSP00000393292
ENSG00000135837	CEP350	ENST00000367607	ENSP00000356579
ENSG00000116260	QSOX1	ENST00000367602	ENSP00000356574
ENSG00000116260	QSOX1	ENST00000367600	ENSP00000356572
ENSG00000121454	LHX4	ENST00000263726	ENSP00000263726
ENSG00000135847	ACBD6	ENST00000367595	ENSP00000356567
ENSG00000143324	XPR1	ENST00000367590	ENSP00000356562
ENSG00000143324	XPR1	ENST00000367589	ENSP00000356561
ENSG00000135835	KIAA1614	ENST00000367588	ENSP00000356560
ENSG00000135835	KIAA1614	ENST00000367587	ENSP00000356559
ENSG00000135823	STX6	ENST00000258301	ENSP00000258301
ENSG00000135823	STX6	ENST00000542060	ENSP00000440188
ENSG00000153029	MR1	ENST00000434571	ENSP00000388504
ENSG00000153029	MR1	ENST00000367579	ENSP00000356551
ENSG00000153029	MR1	ENST00000282990	ENSP00000282990
ENSG00000153029	MR1	ENST00000367580	ENSP00000356552
ENSG00000162783	IER5	ENST00000367577	ENSP00000356549
ENSG00000198216	CACNA1E	ENST00000367570	ENSP00000356542
ENSG00000198216	CACNA1E	ENST00000526775	ENSP00000434814
ENSG00000198216	CACNA1E	ENST00000357570	ENSP00000350183
ENSG00000198216	CACNA1E	ENST00000358338	ENSP00000351101
ENSG00000198216	CACNA1E	ENST00000367567	ENSP00000356539
ENSG00000198216	CACNA1E	ENST00000360108	ENSP00000353222
ENSG00000198216	CACNA1E	ENST00000367573	ENSP00000356545
ENSG00000179930	ZNF648	ENST00000339948	ENSP00000344129
ENSG00000135821	GLUL	ENST00000331872	ENSP00000356537
ENSG00000135821	GLUL	ENST00000311223	ENSP00000307900
ENSG00000135821	GLUL	ENST00000417584	ENSP00000398320
ENSG00000135821	GLUL	ENST00000339526	ENSP00000344958
ENSG00000203730	TEDDM1	ENST00000367565	ENSP00000356536
ENSG00000121446	RGSL1	ENST00000294854	ENSP00000457748
ENSG00000121446	RGSL1	ENST00000542961	ENSP00000455349
ENSG00000135828	RNASEL	ENST00000367559	ENSP00000356530
ENSG00000135828	RNASEL	ENST00000444138	ENSP00000411147
ENSG00000135828	RNASEL	ENST00000539397	ENSP00000440844
ENSG00000143333	RGS16	ENST00000367558	ENSP00000356529
ENSG00000135824	RGS8	ENST00000483095	ENSP00000426289
ENSG00000135824	RGS8	ENST00000258302	ENSP00000258302
ENSG00000135824	RGS8	ENST00000367557	ENSP00000356528
ENSG00000135824	RGS8	ENST00000367556	ENSP00000356527
ENSG00000135838	NPL	ENST00000367555	ENSP00000356526
ENSG00000135838	NPL	ENST00000367554	ENSP00000356525
ENSG00000135838	NPL	ENST00000367553	ENSP00000356524
ENSG00000135838	NPL	ENST00000367552	ENSP00000356523
ENSG00000135838	NPL	ENST00000258317	ENSP00000258317
ENSG00000135838	NPL	ENST00000367550	ENSP00000356521
ENSG00000135829	DHX9	ENST00000367549	ENSP00000356520
ENSG00000157060	SHCBP1L	ENST00000367547	ENSP00000356518
ENSG00000157060	SHCBP1L	ENST00000423786	ENSP00000397308
ENSG00000135862	LAMC1	ENST00000258341	ENSP00000258341
ENSG00000058085	LAMC2	ENST00000493293	ENSP00000432063
ENSG00000058085	LAMC2	ENST00000264144	ENSP00000264144
ENSG00000157064	NMNAT2	ENST00000294868	ENSP00000294868
ENSG00000157064	NMNAT2	ENST00000287713	ENSP00000287713
ENSG00000116698	SMG7	ENST00000456731	ENSP00000407629
ENSG00000116698	SMG7	ENST00000367537	ENSP00000356507
ENSG00000116698	SMG7	ENST00000508461	ENSP00000426915
ENSG00000116698	SMG7	ENST00000347615	ENSP00000340766
ENSG00000116698	SMG7	ENST00000507469	ENSP00000425133
ENSG00000116698	SMG7	ENST00000515829	ENSP00000421358
ENSG00000116701	NCF2	ENST00000367536	ENSP00000356506
ENSG00000116701	NCF2	ENST00000413720	ENSP00000399294
ENSG00000116701	NCF2	ENST00000418089	ENSP00000407217
ENSG00000116701	NCF2	ENST00000367535	ENSP00000356505
ENSG00000162704	ARPC5	ENST00000367534	ENSP00000356504
ENSG00000162704	ARPC5	ENST00000359856	ENSP00000352918
ENSG00000162704	ARPC5	ENST00000294742	ENSP00000294742
ENSG00000143344	RGL1	ENST00000304685	ENSP00000303192
ENSG00000143344	RGL1	ENST00000536277	ENSP00000438662
ENSG00000143344	RGL1	ENST00000360851	ENSP00000354097
ENSG00000143344	RGL1	ENST00000539189	ENSP00000437355
ENSG00000173627	APOBEC4	ENST00000308641	ENSP00000310622
ENSG00000198756	COLGALT2	ENST00000546159	ENSP00000439112
ENSG00000198756	COLGALT2	ENST00000367521	ENSP00000356491
ENSG00000198756	COLGALT2	ENST00000361927	ENSP00000354960
ENSG00000198756	COLGALT2	ENST00000367520	ENSP00000356490
ENSG00000198860	TSEN15	ENST00000361641	ENSP00000355299
ENSG00000198860	TSEN15	ENST00000533373	ENSP00000436996
ENSG00000198860	TSEN15	ENST00000423085	ENSP00000402002
ENSG00000116667	C1orf21	ENST00000235307	ENSP00000235307
ENSG00000116406	EDEM3	ENST00000318130	ENSP00000318147
ENSG00000116406	EDEM3	ENST00000367512	ENSP00000356482
ENSG00000135842	FAM129A	ENST00000367511	ENSP00000356481
ENSG00000121481	RNF2	ENST00000367510	ENSP00000356480
ENSG00000121481	RNF2	ENST00000367509	ENSP00000356479
ENSG00000121486	TRMT1L	ENST00000367504	ENSP00000356474
ENSG00000121486	TRMT1L	ENST00000367506	ENSP00000356476
ENSG00000116668	SWT1	ENST00000367501	ENSP00000356471
ENSG00000116668	SWT1	ENST00000367500	ENSP00000356470
ENSG00000116679	IVNS1ABP	ENST00000367498	ENSP00000356468
ENSG00000116679	IVNS1ABP	ENST00000392007	ENSP00000375864
ENSG00000116679	IVNS1ABP	ENST00000367497	ENSP00000356467
ENSG00000143341	HMCN1	ENST00000271588	ENSP00000271588
ENSG00000143341	HMCN1	ENST00000367492	ENSP00000356462
ENSG00000116690	PRG4	ENST00000367486	ENSP00000356456
ENSG00000116690	PRG4	ENST00000367484	ENSP00000356454
ENSG00000116690	PRG4	ENST00000367483	ENSP00000356453
ENSG00000116690	PRG4	ENST00000367485	ENSP00000356455
ENSG00000116690	PRG4	ENST00000445192	ENSP00000399679
ENSG00000047410	TPR	ENST00000367478	ENSP00000356448
ENSG00000157181	C1orf27	ENST00000367470	ENSP00000356440
ENSG00000157181	C1orf27	ENST00000419367	ENSP00000395084
ENSG00000157181	C1orf27	ENST00000287859	ENSP00000287859
ENSG00000157181	C1orf27	ENST00000432021	ENSP00000402029
ENSG00000268662	AL596220.1	ENST00000598663	ENSP00000472203
ENSG00000262180	OCLM	ENST00000574641	ENSP00000460371
ENSG00000116703	PDC	ENST00000391997	ENSP00000375855
ENSG00000116703	PDC	ENST00000497198	ENSP00000422775
ENSG00000116703	PDC	ENST00000456239	ENSP00000411564
ENSG00000116703	PDC	ENST00000340129	ENSP00000342033
ENSG00000073756	PTGS2	ENST00000367468	ENSP00000356438
ENSG00000116711	PLA2G4A	ENST00000367466	ENSP00000356436
ENSG00000116711	PLA2G4A	ENST00000442353	ENSP00000406892
ENSG00000162670	BRINP3	ENST00000367462	ENSP00000356432
ENSG00000162670	BRINP3	ENST00000534846	ENSP00000438022
ENSG00000150681	RGS18	ENST00000367460	ENSP00000356430
ENSG00000253148	RGS21	ENST00000417209	ENSP00000428343
ENSG00000090104	RGS1	ENST00000367459	ENSP00000356429
ENSG00000090104	RGS1	ENST00000469578	ENSP00000464323
ENSG00000127074	RGS13	ENST00000391995	ENSP00000375853
ENSG00000127074	RGS13	ENST00000543215	ENSP00000442837
ENSG00000116741	RGS2	ENST00000235382	ENSP00000235382
ENSG00000116750	UCHL5	ENST00000367455	ENSP00000356425
ENSG00000116750	UCHL5	ENST00000367454	ENSP00000356424
ENSG00000116750	UCHL5	ENST00000367451	ENSP00000356421
ENSG00000116750	UCHL5	ENST00000367448	ENSP00000356418
ENSG00000116750	UCHL5	ENST00000367449	ENSP00000356419
ENSG00000116750	UCHL5	ENST00000367452	ENSP00000356422
ENSG00000116750	UCHL5	ENST00000530098	ENSP00000431171
ENSG00000116747	TROVE2	ENST00000400968	ENSP00000383752
ENSG00000116747	TROVE2	ENST00000432079	ENSP00000472298
ENSG00000116747	TROVE2	ENST00000416058	ENSP00000411421
ENSG00000116747	TROVE2	ENST00000367446	ENSP00000356416
ENSG00000116747	TROVE2	ENST00000367443	ENSP00000356413
ENSG00000116747	TROVE2	ENST00000367445	ENSP00000356415
ENSG00000116747	TROVE2	ENST00000367444	ENSP00000356414
ENSG00000116747	TROVE2	ENST00000367441	ENSP00000356411
ENSG00000023572	GLRX2	ENST00000367439	ENSP00000356409
ENSG00000023572	GLRX2	ENST00000367440	ENSP00000356410
ENSG00000134371	CDC73	ENST00000367435	ENSP00000356405
ENSG00000162630	B3GALT2	ENST00000367434	ENSP00000356404
ENSG00000162687	KCNT2	ENST00000367433	ENSP00000356403
ENSG00000162687	KCNT2	ENST00000367431	ENSP00000356401
ENSG00000162687	KCNT2	ENST00000609185	ENSP00000476657
ENSG00000162687	KCNT2	ENST00000451324	ENSP00000405474
ENSG00000162687	KCNT2	ENST00000294725	ENSP00000294725
ENSG00000000971	CFH	ENST00000367429	ENSP00000356399
ENSG00000000971	CFH	ENST00000439155	ENSP00000402656
ENSG00000000971	CFH	ENST00000359637	ENSP00000352658
ENSG00000116785	CFHR3	ENST00000367425	ENSP00000356395
ENSG00000116785	CFHR3	ENST00000471440	ENSP00000436258
ENSG00000116785	CFHR3	ENST00000391985	ENSP00000375845
ENSG00000244414	CFHR1	ENST00000320493	ENSP00000314299
ENSG00000244414	CFHR1	ENST00000367424	ENSP00000356394
ENSG00000080910	CFHR2	ENST00000367421	ENSP00000356391
ENSG00000080910	CFHR2	ENST00000476712	ENSP00000476677
ENSG00000080910	CFHR2	ENST00000367415	ENSP00000356385
ENSG00000134365	CFHR4	ENST00000608469	ENSP00000477162
ENSG00000134365	CFHR4	ENST00000367416	ENSP00000356386
ENSG00000134365	CFHR4	ENST00000251424	ENSP00000251424
ENSG00000134365	CFHR4	ENST00000367418	ENSP00000356388
ENSG00000134389	CFHR5	ENST00000367414	ENSP00000356384
ENSG00000134389	CFHR5	ENST00000256785	ENSP00000256785
ENSG00000143278	F13B	ENST00000367412	ENSP00000356382
ENSG00000066279	ASPM	ENST00000367409	ENSP00000356379
ENSG00000066279	ASPM	ENST00000294732	ENSP00000294732
ENSG00000066279	ASPM	ENST00000367408	ENSP00000356378
ENSG00000177888	ZBTB41	ENST00000367405	ENSP00000356375
ENSG00000134376	CRB1	ENST00000535699	ENSP00000438786
ENSG00000134376	CRB1	ENST00000538660	ENSP00000438091
ENSG00000134376	CRB1	ENST00000367400	ENSP00000356370
ENSG00000134376	CRB1	ENST00000367399	ENSP00000356369
ENSG00000134376	CRB1	ENST00000543483	ENSP00000439579
ENSG00000134376	CRB1	ENST00000544212	ENSP00000444556
ENSG00000134376	CRB1	ENST00000367397	ENSP00000356367
